1606680556.347673,0
1606680556.460133,43
1606680556.564795,85
1606680556.668307,100
1606680556.783746,99
1606680556.887502,100
1606680556.991389,100
1606680557.104909,100
1606680557.212474,98
1606680557.316287,99
1606680557.419775,78
1606680557.523893,86
1606680557.631852,69
1606680557.752805,69
1606680557.868800,55
1606680557.984838,49
1606680558.089697,51
1606680558.192976,51
1606680558.308291,52
1606680558.412226,52
1606680558.520097,58
1606680558.628364,63
1606680558.740622,63
1606680558.855381,72
1606680558.959488,86
1606680559.064175,80
1606680559.170677,53
1606680559.281431,54
1606680559.390606,52
1606680559.502289,53
1606680559.606775,52
1606680559.712399,54
1606680559.821706,55
1606680559.928270,55
1606680560.040842,54
1606680560.158291,54
1606680560.266465,54
1606680560.370075,62
1606680560.474465,62
1606680560.589262,65
1606680560.696448,74
1606680560.822967,87
1606680560.927133,83
1606680561.041174,56
1606680561.145871,58
1606680561.257423,57
1606680561.369631,56
1606680561.473853,57
1606680561.585671,56
1606680561.691127,57
1606680561.795175,56
1606680561.901341,57
1606680562.014594,56
1606680562.121105,58
1606680562.244215,63
1606680562.357665,69
1606680562.462916,69
1606680562.574527,79
1606680562.678811,80
1606680562.785425,86
1606680562.903518,84
1606680563.008818,60
1606680563.115335,59
1606680563.234039,58
1606680563.337372,59
1606680563.450856,58
1606680563.554647,59
1606680563.679406,59
1606680563.785506,61
1606680563.888918,60
1606680563.995980,60
1606680564.103273,61
1606680564.210198,68
1606680564.317155,71
1606680564.422223,72
1606680564.527929,81
1606680564.656515,84
1606680564.767600,90
1606680564.874603,83
1606680564.993264,63
1606680565.098935,61
1606680565.203049,62
1606680565.314995,61
1606680565.418322,62
1606680565.523728,62
1606680565.634800,62
1606680565.766086,63
1606680565.876190,64
1606680566.002409,63
1606680566.108498,73
1606680566.214140,74
1606680566.317640,72
1606680566.421067,73
1606680566.524152,84
1606680566.629919,88
1606680566.737595,92
1606680566.842499,92
1606680566.961806,66
1606680567.075276,64
1606680567.182454,65
1606680567.286347,64
1606680567.392692,66
1606680567.508693,64
1606680567.617008,67
1606680567.722504,66
1606680567.828929,64
1606680567.933404,67
1606680568.037284,66
1606680568.140726,73
1606680568.245833,73
1606680568.365571,76
1606680568.473180,79
1606680568.589172,86
1606680568.699022,98
1606680568.802402,95
1606680568.909674,87
1606680569.025698,68
1606680569.135127,67
1606680569.253257,69
1606680569.357328,69
1606680569.462501,69
1606680569.568088,68
1606680569.671456,69
1606680569.790665,67
1606680569.901183,68
1606680570.010753,69
1606680570.116778,68
1606680570.227207,69
1606680570.338599,70
1606680570.456257,70
1606680570.562075,70
1606680570.671177,70
1606680570.784683,75
1606680570.888284,77
1606680570.991574,81
1606680571.104022,80
1606680571.208084,90
1606680571.335507,90
1606680571.438931,93
1606680571.551835,94
1606680571.660273,80
1606680571.769237,80
1606680571.873058,71
1606680571.986040,71
1606680572.094211,72
1606680572.197692,72
1606680572.315184,72
1606680572.446683,72
1606680572.555658,72
1606680572.669796,73
1606680572.789770,73
1606680572.895160,73
1606680572.996621,72
1606680573.106029,73
1606680573.214592,71
1606680573.329732,73
1606680573.434308,73
1606680573.541656,75
1606680573.649324,80
1606680573.760365,79
1606680573.875783,83
1606680573.995301,83
1606680574.102998,94
1606680574.206766,95
1606680574.311722,94
1606680574.415885,95
1606680574.523238,91
1606680574.637072,92
1606680574.745179,74
1606680574.850302,74
1606680574.957723,76
1606680575.062070,75
1606680575.167364,75
1606680575.276579,76
1606680575.390122,76
1606680575.493769,76
1606680575.606888,75
1606680575.717411,77
1606680575.822673,76
1606680575.927622,77
1606680576.035270,76
1606680576.138698,75
1606680576.242828,76
1606680576.357755,76
1606680576.462244,79
1606680576.565749,79
1606680576.670799,85
1606680576.794357,84
1606680576.900441,88
1606680577.005938,88
1606680577.110056,97
1606680577.215290,98
1606680577.319304,94
1606680577.425094,95
1606680577.540216,96
1606680577.655809,99
1606680577.776169,81
1606680577.883226,81
1606680577.987150,79
1606680578.093121,48
1606680578.208242,39
1606680578.313176,39
1606680578.433989,39
1606680578.537972,39
1606680578.645359,40
1606680578.750268,40
1606680578.854668,40
1606680578.958258,41
1606680579.063133,42
1606680579.166604,49
1606680579.280218,52
1606680579.383735,62
1606680579.503447,71
1606680579.616787,65
1606680579.721843,44
1606680579.850941,42
1606680579.954657,43
1606680580.067041,42
1606680580.171877,44
1606680580.292019,44
1606680580.396346,43
1606680580.511322,43
1606680580.617295,45
