1606680493.01,1.014
1606680495.03,0.957
1606680497.02,1.205
1606680499.24,0.453
1606680500.72,0.565
1606680502.3,0.54
1606680503.85,0.659
1606680505.57,1.339
1606680507.94,0.557
1606680509.52,0.634
1606680511.17,0.997
1606680513.23,0.904
1606680515.15,1.631
1606680517.8,0.797
1606680519.63,1.075
1606680521.72,0.996
1606680523.76,0.702
1606680525.5,0.782
1606680527.3,0.711
1606680529.04,1.373
1606680531.43,0.419
1606680532.89,0.849
1606680534.76,1.483
1606680537.26,0.381
1606680538.66,0.399
1606680540.07,0.579
1606680541.67,0.51
1606680543.19,0.51
1606680544.71,0.486
1606680546.22,0.466
1606680547.7,0.374
1606680549.08,1.037
1606680551.13,0.455
1606680552.59,0.377
