1606680491.027502,0
1606680491.144764,19
1606680491.255577,19
1606680491.359890,13
1606680491.463987,10
1606680491.576207,8
1606680491.682023,11
1606680491.803427,12
1606680491.913581,12
1606680492.017305,14
1606680492.137474,15
1606680492.252020,15
1606680492.359610,16
1606680492.463283,17
1606680492.569447,17
1606680492.674014,19
1606680492.798541,18
1606680492.912330,19
1606680493.020058,19
1606680493.133717,18
1606680493.238370,5
1606680493.347315,6
1606680493.453128,9
1606680493.556837,11
1606680493.674202,13
1606680493.784061,15
1606680493.904604,16
1606680494.031969,12
1606680494.157727,12
1606680494.265779,13
1606680494.378065,14
1606680494.481258,15
1606680494.590142,15
1606680494.713394,15
1606680494.828425,15
1606680494.939031,16
1606680495.059088,16
1606680495.170053,18
1606680495.273683,12
1606680495.379056,12
1606680495.489574,13
1606680495.604556,16
1606680495.708826,15
1606680495.813620,18
1606680495.926432,17
1606680496.049591,13
1606680496.152458,13
1606680496.256800,13
1606680496.370177,13
1606680496.476505,15
1606680496.584200,15
1606680496.692838,17
1606680496.807392,18
1606680496.911886,19
1606680497.017571,18
1606680497.132340,20
1606680497.244110,12
1606680497.365678,12
1606680497.481416,14
1606680497.587885,15
1606680497.702620,18
1606680497.806896,18
1606680497.910769,13
1606680498.015066,14
1606680498.129240,15
1606680498.254692,16
1606680498.371153,16
1606680498.476729,16
1606680498.583730,16
1606680498.694351,17
1606680498.806320,19
1606680498.912430,19
1606680499.019504,19
1606680499.125844,20
1606680499.231974,16
1606680499.363512,19
1606680499.469180,10
1606680499.576442,10
1606680499.688489,13
1606680499.796102,8
1606680499.901262,9
1606680500.004975,10
1606680500.110265,10
1606680500.220533,10
1606680500.324389,13
1606680500.428580,13
1606680500.532387,14
1606680500.635794,14
1606680500.740348,16
1606680500.844158,19
1606680500.948247,19
1606680501.053726,13
1606680501.158432,14
1606680501.278093,14
1606680501.383424,10
1606680501.489956,10
1606680501.598932,11
1606680501.705863,13
1606680501.828574,12
1606680501.937285,14
1606680502.051906,14
1606680502.160106,16
1606680502.264632,17
1606680502.376273,19
1606680502.490037,15
1606680502.595262,15
1606680502.712840,16
1606680502.826279,17
1606680502.942746,11
1606680503.048195,12
1606680503.163449,13
1606680503.268868,13
1606680503.375058,13
1606680503.504196,15
1606680503.619156,15
1606680503.739076,15
1606680503.880401,17
1606680503.995454,19
1606680504.116299,13
1606680504.235106,13
1606680504.340197,15
1606680504.448835,15
1606680504.556785,17
1606680504.670899,12
1606680504.775136,12
1606680504.879007,12
1606680504.993080,13
1606680505.103469,14
1606680505.208178,14
1606680505.321319,17
1606680505.429336,17
1606680505.534273,17
1606680505.644300,18
1606680505.767765,19
1606680505.891957,19
1606680505.997387,14
1606680506.104452,12
1606680506.208842,15
1606680506.313038,16
1606680506.416744,16
1606680506.536915,18
1606680506.666679,13
1606680506.771383,14
1606680506.891471,15
1606680506.995493,14
1606680507.099956,15
1606680507.204549,16
1606680507.360854,19
1606680507.468099,18
1606680507.572534,18
1606680507.678079,19
1606680507.795419,19
1606680507.905226,19
1606680508.015700,20
1606680508.120409,8
1606680508.226242,9
1606680508.332100,10
1606680508.444632,11
1606680508.556831,9
1606680508.666535,9
1606680508.774065,11
1606680508.898116,10
1606680509.001341,11
1606680509.115263,12
1606680509.232387,13
1606680509.340398,14
1606680509.456891,16
1606680509.577188,15
1606680509.683534,16
1606680509.796382,12
1606680509.910991,14
1606680510.016774,15
1606680510.127153,15
1606680510.245663,10
1606680510.350913,12
1606680510.458735,13
1606680510.564457,13
1606680510.694256,14
1606680510.801027,15
1606680510.908756,15
1606680511.019592,17
1606680511.129477,17
1606680511.246373,17
1606680511.352930,17
1606680511.467076,19
1606680511.576807,19
1606680511.718365,12
1606680511.825509,14
1606680511.939700,14
1606680512.046944,16
1606680512.165704,16
1606680512.303608,13
1606680512.409521,15
1606680512.521313,15
1606680512.640704,15
1606680512.761963,15
1606680512.868209,16
1606680512.977045,16
1606680513.102835,18
1606680513.221924,19
1606680513.327143,19
1606680513.438692,16
1606680513.549193,13
1606680513.662158,14
1606680513.770750,14
1606680513.875059,16
1606680513.982877,16
1606680514.087793,17
1606680514.191324,13
1606680514.302564,14
1606680514.406845,15
1606680514.510782,15
1606680514.613887,15
1606680514.740334,16
1606680514.853612,17
1606680514.958265,19
1606680515.064266,18
1606680515.173385,17
1606680515.281245,18
1606680515.385406,18
1606680515.489406,9
1606680515.593063,11
1606680515.710917,11
1606680515.816033,12
1606680515.919970,12
1606680516.024667,13
1606680516.137263,14
1606680516.241540,20
1606680516.348811,18
1606680516.466592,14
1606680516.573326,12
1606680516.685138,14
1606680516.790014,12
1606680516.911009,10
1606680517.014635,11
1606680517.122644,11
1606680517.234795,12
1606680517.338839,12
1606680517.441985,14
1606680517.561039,16
1606680517.686966,15
1606680517.791832,16
1606680517.905045,18
1606680518.019136,19
1606680518.127609,13
1606680518.232968,13
1606680518.338253,14
1606680518.452488,14
1606680518.561414,15
1606680518.670005,12
1606680518.777672,11
1606680518.900749,13
1606680519.005424,14
1606680519.120291,14
1606680519.223470,14
1606680519.329644,16
1606680519.442194,17
1606680519.551922,17
1606680519.658210,18
1606680519.761862,18
1606680519.867559,20
1606680519.973300,19
1606680520.081612,14
1606680520.200265,14
1606680520.318514,16
1606680520.422752,17
1606680520.528754,17
1606680520.648869,18
1606680520.757638,12
1606680520.875085,13
1606680520.981620,15
1606680521.105241,16
1606680521.224621,16
1606680521.328944,16
1606680521.440740,17
1606680521.550398,18
1606680521.655321,19
1606680521.758440,17
1606680521.864804,18
1606680521.968493,12
1606680522.083392,14
1606680522.199890,14
1606680522.304823,15
1606680522.424272,17
1606680522.555752,18
1606680522.666176,17
1606680522.775469,15
1606680522.878845,14
1606680522.984976,15
1606680523.102722,15
1606680523.218933,16
1606680523.322311,16
1606680523.439160,17
1606680523.564049,18
1606680523.668348,18
1606680523.776531,20
1606680523.883247,19
1606680523.987093,12
1606680524.106676,8
1606680524.213292,10
1606680524.317083,10
1606680524.423167,13
1606680524.527526,9
1606680524.632833,10
1606680524.735984,10
1606680524.842808,11
1606680524.949358,11
1606680525.061295,13
1606680525.169653,14
1606680525.273607,15
1606680525.384916,16
1606680525.507765,15
