1606680427.23,0.615
1606680428.86,1.421
1606680431.29,0.459
1606680432.76,0.626
1606680434.39,0.389
1606680435.8,0.38
1606680437.2,0.438
1606680438.65,0.659
1606680440.32,0.449
1606680441.8,0.261
1606680443.07,1.034
1606680445.12,0.427
1606680446.55,0.457
1606680448.02,0.655
1606680449.69,0.438
1606680451.13,3.797
1606680455.96,1.76
1606680458.75,0.411
1606680460.17,0.456
1606680461.64,0.462
1606680463.13,0.237
1606680464.38,2.582
1606680467.98,1.58
1606680470.57,0.506
1606680472.09,0.828
1606680473.93,0.584
1606680475.54,0.448
1606680477.01,0.658
1606680478.68,0.333
1606680480.05,0.367
1606680481.44,0.403
1606680482.87,0.495
1606680484.37,0.391
1606680485.77,0.265
1606680487.07,0.195
